artist_name,track_name,album_name,release_date,release_year,is_album_track,explicit,is_feature,popularity,track_id,duration_ms,danceability,energy,valence,tempo,loudness,speechiness,acousticness,instrumentalness,liveness,duration_min
Kendrick Lamar,untitled 08 | 09.06.2014.,untitled unmastered.,2016-03-04,2016,TRUE,TRUE,FALSE,64,5bBUDJUfGcG7eFy3Bf4fXv,235506,0.85,524,686,120.004,-9.375,204,0.25,2.46e-06,114,3.9251
Funkadelic,Ain't That Funkin' Kinda Hard on You? (feat. Kendrick Lamar & Ice Cube) - We Ain't Neva Gonna Stop Remix,Ain't That Funkin' Kinda Hard on You? (We Ain't Neva Gonna Stop Remix) [feat. Kendrick Lamar & Ice Cube],2016-03-09,2016,FALSE,TRUE,TRUE,43,6SgQIoLn8kpu8J4wfwGWy8,309723,635,874,632,89.895,-4.693,176,156,0.0,245,516.205
Kendrick Lamar,untitled 07 | levitate,untitled 07 | levitate,2016-03-23,2016,FALSE,TRUE,FALSE,49,6QvxTX9zvo4u7XhP9vOP3n,146466,0.79,0.47,0.53,126.992,-8.594,223,0.49,0.0,884,2.4411
Beyoncé,Freedom (feat. Kendrick Lamar),Lemonade,2016-04-23,2016,FALSE,FALSE,TRUE,63,7aBxcRw77817BrkdPChAGY,289760,437,803,406,84.378,-6.412,305,376,0.0,683,48.293.333.333.333.300
Mistah F.A.B.,Survive (feat. Kendrick Lamar),"Son of a Pimp, Pt. 2",2016-05-27,2016,FALSE,TRUE,TRUE,18,54nnZSkyVEb5Fabr7105nE,230452,597,787,546,123.814,-4.805,318,0.1,0.0,127,3.840.866.666.666.660
Kanye West,No More Parties In LA (feat. Kendrick Lamar),The Life Of Pablo,2016-06-10,2016,FALSE,TRUE,TRUE,70,0zLClc0emc6qUeV1p5nc99,374413,508,921,681,93.058,-1.644,303,246,0.0,221,6.240.216.666.666.660
ScHoolboy Q,Black THougHts (feat. Kendrick Lamar),Blank Face LP,2016-07-08,2016,FALSE,TRUE,TRUE,33,7M9m87NlRxY5YJYgcWrVhR,222320,726,813,323,153.998,-6.676,344,531,2.6e-05,135,37.053.333.333.333.300
ScHoolboy Q,THat Part - Black Hippy Remix (feat. Kendrick Lamar),THat Part (Black Hippy Remix),2016-07-16,2016,FALSE,TRUE,TRUE,48,5sqHFfmw7MMc1L85BN8802,288525,892,548,262,112.962,-8.449,0.33,139,0.0,114,480.875
DJ Khaled,"Holy Key (feat. Big Sean, Kendrick Lamar & Betty Wright)",Major Key,2016-08-05,2016,FALSE,TRUE,TRUE,36,4o1zYFH5QWKu3E4MiC6lgE,281979,413,928,469,83.203,-3.671,321,106,0.0,331,469.965
Frank Ocean,Skyline To (feat. Kendrick Lamar),Blonde,2016-08-20,2016,FALSE,TRUE,TRUE,67,4xR3MAscflQ262kMeiKshQ,184600,0.43,296,386,129.048,-13.645,583,882,6.21e-06,104,30.766.666.666.666.600
Isaiah Rashad,Wat's Wrong (feat. Zacari & Kendrick Lamar),The Sun's Tirade,2016-09-02,2016,FALSE,TRUE,TRUE,65,2RPbEp0DyBVlkRvvYKopO7,330783,706,688,313,125.966,-6.357,269,151,0.0,466,551.305
Mac Miller,"God Is Fair, Sexy Nasty (feat. Kendrick Lamar)",The Divine Feminine,2016-09-16,2016,FALSE,TRUE,TRUE,61,6hzbRKhJHo6cfCHSnNaDS8,500960,467,0.41,136,95.931,-12.028,185,328,4.28e-05,113,8.349.333.333.333.330
Danny Brown,Really Doe (feat. Kendrick Lamar),Really Doe,2016-09-20,2016,FALSE,FALSE,TRUE,0,6dNxhBjjZGmn8mBM6KrhtJ,319433,692,983,792,75.992,-3.469,0.29,417,0.0,0.21,5.323.883.333.333.330
Sia,The Greatest (feat. Kendrick Lamar),This Is Acting (Deluxe Version),2016-10-21,2016,FALSE,FALSE,TRUE,64,7xHWNBFm6ObGEQPaUxHuKO,210226,668,725,729,191.944,-6.127,266,102,479,561,35.037.666.666.666.600
A Tribe Called Quest,Conrad Tokyo (feat. Kendrick Lamar & Jack White),We got it from Here... Thank You 4 Your service,2016-11-11,2016,FALSE,TRUE,TRUE,48,3MDcFMG1AYBPcRpYOdwDYl,211986,676,609,236,95.245,-7.233,918,602,391,103,3.5331
The Weeknd,Sidewalks (feat. Kendrick Lamar),Starboy,2016-11-25,2016,FALSE,TRUE,TRUE,69,4h90qkbnW1Qq6pBhoPvwko,231360,542,0.72,623,149.828,-5.136,628,147,0.0,348,3.856
Thundercat,Walk On By (feat. Kendrick Lamar),Drunk,2017-02-24,2017,FALSE,TRUE,TRUE,62,6fkL9CjWmjeV6vfDxTp9OZ,199136,825,302,747,94.956,-11.651,282,204,0.0,762,33.189.333.333.333.300
Kendrick Lamar,The Heart Part 4,The Heart Part 4,2017-03-24,2017,FALSE,TRUE,FALSE,47,1zayuwd1YLZsYDArkruHdL,288554,669,434,0.55,129.326,-15.218,714,501,125,271,4.809.233.333.333.330
Mike WiLL Made-It,"Perfect Pint (feat. Kendrick Lamar, Gucci Mane & Rae Sremmurd)",Ransom 2,2017-03-24,2017,FALSE,TRUE,TRUE,48,3A2OHirUAlQp2x73BJlEDA,240926,741,562,292,180.068,-5.474,165,172,0.0,751,4.015.433.333.333.330
Kendrick Lamar,BLOOD.,DAMN.,2017-04-14,2017,TRUE,TRUE,FALSE,61,1n4jwRVXdkK2U34nBDUKKT,118066,357,238,494,156.907,-16.78,265,142,859,0.55,19.677.666.666.666.600
Kendrick Lamar,DNA.,DAMN.,2017-04-14,2017,TRUE,TRUE,FALSE,78,6HZILIRieu8S0iqY8kIKhj,185946,638,523,422,139.913,-6.664,357,454,0.0,842,3.0991
Kendrick Lamar,YAH.,DAMN.,2017-04-14,2017,TRUE,TRUE,FALSE,65,4BHSjbYylfOH5WAGusDyni,160293,0.67,0.7,648,69.986,-7.893,196,576,5.34e-06,226,267.155
Kendrick Lamar,ELEMENT.,DAMN.,2017-04-14,2017,TRUE,TRUE,FALSE,69,1EaKU4dMbesXXd3BrLCtYG,208733,748,705,483,189.891,-4.547,485,204,0.0,246,34.788.833.333.333.300
Kendrick Lamar,FEEL.,DAMN.,2017-04-14,2017,TRUE,TRUE,FALSE,66,2LTlO3NuNVN70lp2ZbVswF,214826,746,798,553,109.968,-8.382,349,137,0.0,139,3.580.433.333.333.330
Kendrick Lamar,LOYALTY. FEAT. RIHANNA.,DAMN.,2017-04-14,2017,TRUE,TRUE,FALSE,75,6SwRhMLwNqEi6alNPVG00n,227360,658,535,419,110.684,-8.983,573,265,0.0,0.2,37.893.333.333.333.300
Kendrick Lamar,PRIDE.,DAMN.,2017-04-14,2017,TRUE,TRUE,FALSE,82,6IZvVAP7VPPnsGX6bvgkqg,275253,665,535,0.37,138.842,-7.056,572,786,1.68e-05,154,458.755
Kendrick Lamar,HUMBLE.,DAMN.,2017-04-14,2017,TRUE,TRUE,FALSE,83,7KXjTSCq5nL1LoYtL7XAwS,177000,908,621,421,150.011,-6.638,102,282,5.39e-05,958,2.95
Kendrick Lamar,LUST.,DAMN.,2017-04-14,2017,TRUE,TRUE,FALSE,63,06FCvd7rrRcF3DdvWH5Isp,307880,678,562,566,94.241,-9.197,508,193,0.0,104,5.131.333.333.333.330
Kendrick Lamar,LOVE. FEAT. ZACARI.,DAMN.,2017-04-14,2017,TRUE,TRUE,FALSE,80,6PGoSes0D9eUDeeAafB2As,213400,0.8,585,779,126.058,-7.343,924,264,0.0,153,35.566.666.666.666.600
Kendrick Lamar,XXX. FEAT. U2.,DAMN.,2017-04-14,2017,TRUE,TRUE,FALSE,69,4iYRa2btalAzPZoSYfROqF,254200,568,619,293,170.115,-6.899,414,138,1.67e-06,0.11,4.236.666.666.666.660
Kendrick Lamar,FEAR.,DAMN.,2017-04-14,2017,TRUE,TRUE,FALSE,65,23luOrEVHMfoX0AhfbQuS6,460573,588,479,434,150.414,-7.039,281,604,7.2e-06,527,7.676.216.666.666.660
Kendrick Lamar,GOD.,DAMN.,2017-04-14,2017,TRUE,TRUE,FALSE,60,5p3NP9mQblDsVJLdfNZJ3I,248826,706,557,205,132.98,-5.8,813,347,0.0,276,4.1471
Kendrick Lamar,DUCKWORTH.,DAMN.,2017-04-14,2017,TRUE,TRUE,FALSE,72,0y9uTzK9cNKSAEHnpeRG8C,248613,552,731,632,174.516,-6.873,615,536,0.0,258,414.355
SZA,Doves In The Wind (feat. Kendrick Lamar),Ctrl,2017-06-09,2017,FALSE,TRUE,TRUE,67,593W4qZOwwdqF6YnimJjL6,266080,693,713,615,137.335,-4.489,351,343,0.0,102,4.434.666.666.666.660
Vince Staples,Yeah Right (feat. Kendrick Lamar),Big Fish Theory,2017-06-23,2017,FALSE,TRUE,TRUE,0,5ZrDbBB4UhYMsPA3xRKOzV,188946,669,484,251,117.929,-9.026,121,154,0.0,489,3.1491
Future,Mask Off (feat. Kendrick Lamar) - Remix,FUTURE,2017-06-30,2017,FALSE,TRUE,TRUE,59,6dVZCbi9CYtD9LjAHXRjIG,258426,0.72,424,228,150.01,-11.964,387,122,126,453,4.3071
DJ Kay Slay,"Cold Summer (feat. Kendrick Lamar, Mac Miller, Kevin Gates & Rell) (feat. Kendrick Lamar, Mac Miller, Kevin Gates & Rell)","Cold Summer (feat. Kendrick Lamar, Mac Miller, Kevin Gates & Rell)",2017-08-29,2017,FALSE,TRUE,TRUE,19,4PsVJAD9nDnunErLsh1FoD,265349,507,872,433,82.824,-3.625,307,329,0.0,201,4.422.483.333.333.330
Rapsody,Power (feat. Kendrick Lamar),Laila’s Wisdom,2017-09-22,2017,FALSE,TRUE,TRUE,33,4DxaBl7XTThDb9zRZjIWOB,334786,441,854,597,81.309,-5.509,486,274,0.0,175,5.579.766.666.666.660
"Skrillex, Kendrick Lamar",HUMBLE. - SKRILLEX REMIX,HUMBLE. (SKRILLEX REMIX),2017-09-29,2017,FALSE,TRUE,FALSE,65,65ES1qwOB577ZnTkizMXJJ,156800,901,934,868,150.037,-2.345,273,794,7.68e-05,194,26.133.333.333.333.300
YG Hootie,The City (feat. Kendrick Lamar),The City (feat. Kendrick Lamar),2017-10-11,2017,FALSE,TRUE,TRUE,15,73jSeqBx0iEL7Hqtcp4UTY,207281,867,496,265,93.97,-11.415,0.45,225,0.0,305,34.546.833.333.333.300
U2,American Soul (feat. Kendrick Lamar),Songs Of Experience (Deluxe Edition),2017-12-01,2017,FALSE,FALSE,TRUE,34,6jfpkIQbqY5lraWp0Uo9aQ,261733,0.58,801,371,130.024,-7.854,577,367,2.16e-05,261,4.362.216.666.666.660
Jeezy,American Dream (feat. Kendrick Lamar),"American Dream (Feat. J. Cole, Kendrick Lamar)",2017-12-14,2017,FALSE,TRUE,TRUE,0,6zDxqK3JUFyLelnMGpYzOj,249040,639,845,615,76.973,-5.707,186,603,0.0,303,4.150.666.666.666.660
N.E.R.D,Kites (feat. Kendrick Lamar),NO ONE EVER REALLY DIES,2017-12-15,2017,FALSE,TRUE,TRUE,37,65UcBkHqJoIk33vfxqUzvm,290933,571,725,687,200.03,-6.809,397,104,0.0,856,4.848.883.333.333.330
N.E.R.D,Don't Don't Do It! (feat. Kendrick Lamar),NO ONE EVER REALLY DIES,2017-12-15,2017,FALSE,TRUE,TRUE,42,2svutFGaCycRmYc1mWbfQh,257706,799,871,811,77.013,-5.784,138,0.12,0.0,688,4.2951
Kendrick Lamar,Black Panther,Black Panther The Album Music From And Inspired By,2018-02-09,2018,TRUE,TRUE,FALSE,49,5qN4HFkapdAOV94XPryVof,130613,619,582,0.48,90.035,-9.454,297,625,3.84e-06,265,21.768.833.333.333.300
Kendrick Lamar,All The Stars (with SZA),Black Panther The Album Music From And Inspired By,2018-02-09,2018,TRUE,TRUE,FALSE,85,3GCdLUSnKSMJhs4Tj6CV3s,232186,695,633,557,96.782,-4.946,599,612,195,926,38.697.666.666.666.600
ScHoolboy Q,X (with 2 Chainz & Saudi),Black Panther The Album Music From And Inspired By,2018-02-09,2018,TRUE,TRUE,FALSE,59,4LmAnpjlhWTahvRkYR8xJa,267426,776,471,405,131.018,-8.406,253,203,0.0,268,4.4571
Khalid,The Ways (with Swae Lee),Black Panther The Album Music From And Inspired By,2018-02-09,2018,TRUE,TRUE,FALSE,57,5jyyPsIGM2yqkZN9R3TmvN,238893,727,719,589,140.08,-5.856,49,622,1.16e-06,229,398.155
Vince Staples,Opps (with Yugen Blakrok),Black Panther The Album Music From And Inspired By,2018-02-09,2018,TRUE,TRUE,FALSE,50,7bUcBztfGqO7cSI2gMZeCI,180893,706,775,848,127.929,-6.819,335,152,3.4e-05,416,3.014.883.333.333.330
Jorja Smith,I Am,Black Panther The Album Music From And Inspired By,2018-02-09,2018,TRUE,TRUE,FALSE,52,0DJBgBiYeSn6n1AXAkFVE8,208760,601,582,315,148.776,-5.725,264,143,9.78e-05,183,34.793.333.333.333.300
SOB X RBE,Paramedic!,Black Panther The Album Music From And Inspired By,2018-02-09,2018,TRUE,TRUE,FALSE,59,2tPcTFiQF9MbVUyjZ3zDhA,219306,856,653,471,97.017,-5.324,143,178,0.0,193,3.6551
Ab-Soul,Bloody Waters (with Anderson .Paak & James Blake),Black Panther The Album Music From And Inspired By,2018-02-09,2018,TRUE,TRUE,FALSE,48,4KXwFI9pgJLpUIAc9oSL8j,272306,507,606,202,180.593,-8.758,452,184,0.0,174,4.538.433.333.333.330
Jay Rock,"King's Dead (with Kendrick Lamar, Future & James Blake)",Black Panther The Album Music From And Inspired By,2018-02-09,2018,TRUE,TRUE,FALSE,57,1eLSF6HfrRA0AsNmTkUlKx,225266,566,724,408,81.772,-4.573,323,104,0.0,158,37.544.333.333.333.300
Zacari,Redemption Interlude,Black Panther The Album Music From And Inspired By,2018-02-09,2018,TRUE,TRUE,FALSE,43,4FpfU1O7WCLBnmwu5XAFk4,85266,0.55,449,222,121.164,-13.645,103,656,4.8e-05,866,1.4211
Zacari,Redemption (with Babes Wodumo),Black Panther The Album Music From And Inspired By,2018-02-09,2018,TRUE,TRUE,FALSE,48,76iVOVsliCHlWqKuDnCfhE,222093,778,764,642,125.062,-7.175,127,139,274,123,370.155
Mozzy,Seasons (with Sjava & Reason),Black Panther The Album Music From And Inspired By,2018-02-09,2018,TRUE,TRUE,FALSE,48,35cOyocq8Gb6UcT0NWeTwn,242293,628,556,0.32,126.698,-6.76,328,279,0.0,158,4.038.216.666.666.660
Kendrick Lamar,Big Shot (with Travis Scott),Black Panther The Album Music From And Inspired By,2018-02-09,2018,TRUE,TRUE,FALSE,58,5cXg9IQS34FzLVdHhp7hu7,221826,855,478,283,130.018,-9.116,193,759,0.0,101,3.6971
The Weeknd,Pray For Me (with Kendrick Lamar),Black Panther The Album Music From And Inspired By,2018-02-09,2018,TRUE,TRUE,FALSE,66,77UjLW8j5UAGAGVGhR5oUK,211440,735,677,187,100.563,-4.979,932,756,2.17e-05,111,3.524
Zacari,Redemption (with Babes Wodumo) (feat. Kendrick Lamar),Black Panther The Album Music From And Inspired By,2018-02-09,2018,FALSE,TRUE,TRUE,48,76iVOVsliCHlWqKuDnCfhE,222093,778,764,642,125.062,-7.175,127,139,274,123,370.155
SOB X RBE,Paramedic! (feat. Kendrick Lamar),Black Panther The Album Music From And Inspired By,2018-02-09,2018,FALSE,TRUE,TRUE,59,2tPcTFiQF9MbVUyjZ3zDhA,219306,856,653,471,97.017,-5.324,143,178,0.0,193,3.6551
Jorja Smith,I Am (feat. Kendrick Lamar),Black Panther The Album Music From And Inspired By,2018-02-09,2018,FALSE,TRUE,TRUE,52,0DJBgBiYeSn6n1AXAkFVE8,208760,601,582,315,148.776,-5.725,264,143,9.78e-05,183,34.793.333.333.333.300
Vince Staples,Opps (with Yugen Blakrok) (feat. Kendrick Lamar),Black Panther The Album Music From And Inspired By,2018-02-09,2018,FALSE,TRUE,TRUE,50,7bUcBztfGqO7cSI2gMZeCI,180893,706,775,848,127.929,-6.819,335,152,3.4e-05,416,3.014.883.333.333.330
ScHoolboy Q,X (with 2 Chainz & Saudi) (feat. Kendrick Lamar),Black Panther The Album Music From And Inspired By,2018-02-09,2018,FALSE,TRUE,TRUE,59,4LmAnpjlhWTahvRkYR8xJa,267426,776,471,405,131.018,-8.406,253,203,0.0,268,4.4571
Cozz,Hustla’s Story (feat. Kendrick Lamar),Effected,2018-02-13,2018,FALSE,TRUE,TRUE,37,4J56uEZtgVjuTi27Rvclag,268371,664,834,385,140.116,-3.461,838,236,0.0,744,447.285
Nipsey Hussle,Dedication (feat. Kendrick Lamar),Victory Lap,2018-02-16,2018,FALSE,TRUE,TRUE,53,6fIjnWrv46njJHLDAY2JdC,245813,512,734,168,93.995,-5.448,438,431,0.0,226,4.096.883.333.333.330
Rich The Kid,New Freezer (feat. Kendrick Lamar),The World Is Yours,2018-03-30,2018,FALSE,TRUE,TRUE,58,2EgB4n6XyBsuNUbuarr4eG,191937,885,698,577,140.07,-9.101,364,399,0.0,195,319.895
Jay Rock,Wow Freestyle (feat. Kendrick Lamar),Redemption,2018-06-15,2018,FALSE,TRUE,TRUE,0,12rbR0qoFJQ7rRGzgXrzHy,175213,782,633,749,150.055,-4.644,341,355,0.0,615,29.202.166.666.666.600
Jay Rock,WIN (feat. Kendrick Lamar),Redemption,2018-06-15,2018,FALSE,TRUE,TRUE,57,69WMdZSqdQwFgLVpbMsZ2J,215226,879,595,355,125.994,-2.936,889,152,0.0,391,3.5871
Maroon 5,Don't Wanna Know (feat. Kendrick Lamar),Red Pill Blues (Deluxe),2018-06-15,2018,FALSE,FALSE,TRUE,60,1nueTG77MzNkJTKQ0ZdGzT,214265,783,611,418,100.049,-6.124,695,343,0.0,983,3.571.083.333.333.330
Lil Wayne,Mona Lisa (feat. Kendrick Lamar),Tha Carter V,2018-09-28,2018,FALSE,TRUE,TRUE,66,0dbTQYW3Ad1FTzIA9t90E8,324189,856,694,489,122.08,-4.393,169,371,0.0,109,540.315
Travis Scott,Goosebumps (feat. Kendrick Lamar),The Hate U Give (Original Motion Picture Soundtrack),2018-10-12,2018,FALSE,TRUE,TRUE,58,6dWf1xaHOmJo7eL9WuSkdL,243840,849,629,467,130.103,-6.27,475,795,0.0,0.13,4.064
Mike WiLL Made-It,The Mantra (feat. Pharrell & Kendrick Lamar),Creed II: The Album,2018-11-14,2018,FALSE,TRUE,TRUE,35,7mVHy2E0yV3oTnV0OR5uMf,252384,703,706,0.43,154.985,-3.797,109,268,0.0,171,4.2064
Anderson .Paak,Tints (feat. Kendrick Lamar),Oxnard,2018-11-16,2018,FALSE,TRUE,TRUE,55,7c3SbTuufigBWURcICnAWy,268400,805,833,703,109.076,-6.73,0.12,859,0.0,578,4.473.333.333.333.330
2 Chainz,Momma I Hit A Lick (feat. Kendrick Lamar),Rap Or Go To The League,2019-03-01,2019,FALSE,TRUE,TRUE,45,7jKUnzzOGhAlPjr7LkIUlE,173760,796,467,399,179.974,-6.293,0.34,202,3.58e-05,206,2.896
Dreamville,Under The Sun (with J. Cole & Lute feat. DaBaby) (feat. Kendrick Lamar),Revenge Of The Dreamers III,2019-07-05,2019,FALSE,TRUE,TRUE,69,6MF4tRr5lU8qok8IKaFOBE,202040,691,0.64,163,138.672,-6.441,369,511,0.0,409,33.673.333.333.333.300
Beyoncé,NILE (feat. Kendrick Lamar),The Lion King: The Gift,2019-07-19,2019,FALSE,FALSE,TRUE,45,0lboDHM9hSR5j5CFlWDR9k,107204,484,457,342,83.493,-9.458,204,738,0.0,536,17.867.333.333.333.300
Black Hippy,UOENO (feat. Kendrick Lamar),Uoeno,2019-07-22,2019,FALSE,TRUE,TRUE,48,4wuqlQXpPpEVRhCCyvoe1u,342285,799,547,596,124.584,-7.728,333,516,0.0,662,570.475
Lotus,Mirrors (Thuggin) (feat. Kendrick Lamar),Mirrors (Thuggin),2019-08-16,2019,FALSE,FALSE,TRUE,18,3McqlOuQytkdtaMYAicbW5,200000,772,704,575,119.999,-7.324,604,512,9.03e-06,147,33.333.333.333.333.300
Raphael Saadiq,Rearview (feat. Kendrick Lamar),Jimmy Lee,2019-08-23,2019,FALSE,FALSE,TRUE,11,58W1CiMU6C31p5RTeUyyjN,148373,738,701,271,93.055,-7.164,415,54,127,133,24.728.833.333.333.300
SiR,Hair Down (feat. Kendrick Lamar),Chasing Summer,2019-08-30,2019,FALSE,TRUE,TRUE,1,4sFzG7iUlyPmuyASCkre9A,216933,793,489,0.47,120.097,-10.984,284,0.25,101,432,361.555
REASON,Show Stop (feat. Kendrick Lamar),New Beginnings,2020-10-09,2020,FALSE,TRUE,TRUE,43,4o7sl87Ock4SGA8b3gRR2l,179233,751,725,544,129.977,-4.495,397,755,102,0.12,2.987.216.666.666.660
Busta Rhymes,Look Over Your Shoulder (feat. Kendrick Lamar),Look Over Your Shoulder (feat. Kendrick Lamar),2020-10-29,2020,FALSE,TRUE,TRUE,0,5aULAy3NUfelCYKub4mOS9,248810,0.6,887,681,77.896,-4.345,311,438,0.0,0.68,4.146.833.333.333.330
Cookin Soul,KDOT FREES (feat. Kendrick Lamar),"Whateva, Vol. 4",2020-12-14,2020,FALSE,TRUE,TRUE,19,05zwCq9PsWpbDNLBKwQvY6,125581,725,924,574,172.221,-5.049,0.3,678,3.96e-06,848,20.930.166.666.666.600
The Weeknd,Pray For Me (feat. Kendrick Lamar),The Highlights,2021-02-05,2021,FALSE,TRUE,TRUE,75,6huNf4dutXRjJyGn7f5BPS,211420,732,678,196,100.626,-4.977,886,867,2.41e-05,112,35.236.666.666.666.600
Baby Keem,family ties (feat. Kendrick Lamar),The Melodic Blue,2021-08-27,2021,FALSE,TRUE,TRUE,66,7Bpx2vsWfQFBACRz4h3IqH,252069,711,611,144,134.14,-5.453,329,575,0.0,231,420.115
Baby Keem,vent (feat. Kendrick Lamar),The Melodic Blue,2021-09-10,2021,FALSE,TRUE,TRUE,64,1ITpqT1kDATCtMBwOK7sYn,136572,896,377,255,113.886,-5.502,935,123,1.43e-06,115,2.2762
Baby Keem,range brothers (feat. Kendrick Lamar),The Melodic Blue,2021-09-10,2021,FALSE,TRUE,TRUE,58,0UTyLmkQgPOEIz95OVAJTR,316733,667,582,141,121.972,-5.791,267,466,0.0,124,5.278.883.333.333.330
Terrace Martin,"Drones (feat. Kendrick Lamar, Snoop Dogg, Ty Dolla $ign & James Fauntleroy)",DRONES,2021-11-05,2021,FALSE,TRUE,TRUE,0,3zdsJOO5FIAgukJUMgboV8,265357,758,619,597,100.916,-4.238,108,366,0.0,448,4.422.616.666.666.660
XV,Textbook Stuff (feat. Kendrick Lamar),Zero Heroes,2022-04-15,2022,FALSE,TRUE,TRUE,0,1jVarrWzkKnfQVI67E7WTT,247428,531,855,253,173.872,-7.635,342,635,0.0,122,4.1238
Kendrick Lamar,United In Grief,Mr. Morale & The Big Steppers,2022-05-13,2022,TRUE,TRUE,FALSE,73,5Gt9bxniM1SxN61yRzRhXL,255377,529,845,331,85.63,-8.142,404,244,0.0,143,4.256.283.333.333.330
Kendrick Lamar,N95,Mr. Morale & The Big Steppers,2022-05-13,2022,TRUE,TRUE,FALSE,75,0fX4oNGBWO3dSGUZcVdVV2,195950,0.79,0.67,408,139.956,-5.527,105,377,2.32e-06,119,3.265.833.333.333.330
Kendrick Lamar,Worldwide Steppers,Mr. Morale & The Big Steppers,2022-05-13,2022,TRUE,TRUE,FALSE,59,66mVPWmFvXPFf8pjK5ttOW,203367,514,472,557,77.215,-11.106,368,753,12,746,338.945
Kendrick Lamar,Die Hard,Mr. Morale & The Big Steppers,2022-05-13,2022,TRUE,TRUE,FALSE,72,2g6tReTlM2Akp41g0HaeXN,239026,775,736,362,100.988,-8.072,247,319,116,127,39.837.666.666.666.600
Kendrick Lamar,Father Time (feat. Sampha),Mr. Morale & The Big Steppers,2022-05-13,2022,TRUE,TRUE,FALSE,69,28qA8y1sz0FTuSapsCxNOG,222497,514,779,517,152.869,-4.365,344,181,0.0,99,3.708.283.333.333.330
Kendrick Lamar,Rich - Interlude,Mr. Morale & The Big Steppers,2022-05-13,2022,TRUE,TRUE,FALSE,56,15pyFQHCTVp6T7vaWctSgO,103319,481,406,741,91.589,-11.52,775,864,315,869,17.219.833.333.333.300
Kendrick Lamar,Rich Spirit,Mr. Morale & The Big Steppers,2022-05-13,2022,TRUE,TRUE,FALSE,73,1QPreu0BNOrUfEb8HTd2qG,202285,852,421,457,95.977,-9.153,208,428,2.28e-06,106,33.714.166.666.666.600
Kendrick Lamar,We Cry Together,Mr. Morale & The Big Steppers,2022-05-13,2022,TRUE,TRUE,FALSE,61,67XC51nlZncNpHmZ8rOU9a,341307,648,0.68,504,106.89,-7.276,345,292,0.0,808,568.845
Kendrick Lamar,Purple Hearts,Mr. Morale & The Big Steppers,2022-05-13,2022,TRUE,TRUE,FALSE,62,1REVvAphiSTJyKQ1fDpHa4,329295,567,824,737,138.202,-6.973,296,167,2.65e-06,149,548.825
Kendrick Lamar,Count Me Out,Mr. Morale & The Big Steppers,2022-05-13,2022,TRUE,TRUE,FALSE,74,6BU1RZexmvJcBjgagVVt3M,283642,776,431,495,133.999,-7.544,91,671,0.0,153,4.727.366.666.666.660
Kendrick Lamar,Crown,Mr. Morale & The Big Steppers,2022-05-13,2022,TRUE,TRUE,FALSE,58,4zMxWSP2qZUy5CBCH5PdzZ,264299,355,245,162,173.329,-13.475,358,801,9.11e-05,112,4.404.983.333.333.330
Kendrick Lamar,Silent Hill,Mr. Morale & The Big Steppers,2022-05-13,2022,TRUE,TRUE,FALSE,66,3lzUeaCbcCDB5IXYfqWRlF,220779,907,577,801,140.07,-6.737,767,438,3.19e-05,137,367.965
Kendrick Lamar,Savior - Interlude,Mr. Morale & The Big Steppers,2022-05-13,2022,TRUE,TRUE,FALSE,56,5G4uLkFKdEZLcuNyeomQmE,152985,618,0.43,826,117.125,-9.38,216,807,0.0,189,254.975
Kendrick Lamar,Savior,Mr. Morale & The Big Steppers,2022-05-13,2022,TRUE,TRUE,FALSE,64,3drdWsJKiVCSQ2gKhd9BDT,224466,605,692,685,124.84,-7.45,446,495,0.0,303,3.7411
Kendrick Lamar,Auntie Diaries,Mr. Morale & The Big Steppers,2022-05-13,2022,TRUE,TRUE,FALSE,56,1uY1X8YeBixs1FdQ3fQ7d4,281069,0.52,375,589,127.544,-13.409,358,745,122,429,46.844.833.333.333.300
Kendrick Lamar,Mr. Morale,Mr. Morale & The Big Steppers,2022-05-13,2022,TRUE,TRUE,FALSE,62,6CmpZfKUQ2KerzBFZ3QKFr,210841,727,0.53,258,174.025,-8.616,312,283,2.76e-05,392,35.140.166.666.666.600
Kendrick Lamar,Mother I Sober (feat. Beth Gibbons of Portishead),Mr. Morale & The Big Steppers,2022-05-13,2022,TRUE,TRUE,FALSE,57,346SJSEbB6pNZMpwovxDiu,406528,492,369,491,140.012,-14.861,329,0.87,2.85e-05,0.11,67.754.666.666.666.600
Kendrick Lamar,Mirror,Mr. Morale & The Big Steppers,2022-05-13,2022,TRUE,TRUE,FALSE,62,5xoYormSTltk6F9SlQV6mm,256006,652,0.67,274,91.933,-8.766,639,225,1.4e-05,804,4.266.766.666.666.660
Kendrick Lamar,The Heart Part 5,Mr. Morale & The Big Steppers,2022-05-13,2022,TRUE,TRUE,FALSE,59,5qbhVL3vB7HwWvb0042B7y,332228,0.7,812,801,97.405,-8.128,297,183,0.0,756,5.537.133.333.333.330
Beyoncé,AMERICA HAS A PROBLEM (feat. Kendrick Lamar),AMERICA HAS A PROBLEM (feat. Kendrick Lamar),2023-05-19,2023,FALSE,TRUE,TRUE,62,6l8mgVN9Xf1hiDIFGA6CTE,260962,784,0.7,204,126.015,-5.289,396,112,1.76e-05,163,4.349.366.666.666.660
